post_id,post_date,platform,content_type,campaign,category,posting_hour,followers,impressions,reach,likes,comments,shares,saves
POST01622,2025-07-22 15:00:00,Instagram,Image,Festival Campaign,Community,14,425329,594813,348704,22555.0,607,3735,2509
POST01623,2025-07-22 18:00:00,YouTube,Image,Product Launch,Event,16,384983,264774,182262,11029.0,348,522,3949
POST01624,2025-07-22 21:00:00,LinkedIn,Image,Brand Awareness,Brand,1,58639,62573,45427,2909.0,163,404,393
POST01625,2025-07-23 00:00:00,Instagram,Video,Festival Campaign,Community,11,346180,467322,287561,22116.0,708,3653,2447
POST01626,2025-07-23 03:00:00,Facebook,Reel,Festival Campaign,Entertainment,2,367367,623170,492069,37494.0,933,5038,2750
POST01627,2025-07-23 06:00:00,Instagram,Video,Community Campaign,Event,6,87983,111886,77933,4832.0,62,494,1714
POST01628,2025-07-23 09:00:00,YouTube,Carousel,Educational Series,Entertainment,5,146164,186002,108285,4085.0,131,1638,2052
POST01629,2025-07-23 12:00:00,Instagram,Image,Community Campaign,Community,13,357088,366492,283284,15889.0,679,1507,2979
POST01630,2025-07-23 15:00:00,YouTube,Carousel,Seasonal Campaign,Entertainment,22,404571,549490,370867,10979.0,257,1410,3963
POST01631,2025-07-23 18:00:00,Facebook,Image,Festival Campaign,Entertainment,4,299818,166020,94351,4302.0,197,865,2036
POST01632,2025-07-23 21:00:00,Instagram,Reel,Special Campaign,Education,3,294557,413846,364926,15046.0,510,4490,8541
POST01633,2025-07-24 00:00:00,Facebook,Carousel,Festival Campaign,Event,14,74986,40276,30203,1594.0,84,374,490
POST01634,2025-07-24 03:00:00,Facebook,Image,Seasonal Campaign,Entertainment,6,199009,177010,126951,4299.0,77,1348,1517
POST01635,2025-07-24 06:00:00,LinkedIn,Carousel,Educational Series,Education,2,224157,275411,234291,5709.0,273,2475,976
POST01636,2025-07-24 09:00:00,Instagram,Reel,Educational Series,Education,12,305215,259925,228177,14897.0,843,1393,1319
POST01637,2025-07-24 12:00:00,Instagram,Text,Special Campaign,Promotional,9,94229,98343,61672,1429.0,67,625,377
POST01638,2025-07-24 15:00:00,Instagram,Image,Special Campaign,Promotional,22,457047,629402,524638,14009.0,424,2468,4768
POST01639,2025-07-24 18:00:00,LinkedIn,Reel,Event Promotion,Community,1,404260,299812,252105,14112.0,303,1055,2181
POST01640,2025-07-24 21:00:00,LinkedIn,Image,Product Launch,Event,11,364450,202857,115433,4332.0,64,614,1724
POST01641,2025-07-25 00:00:00,YouTube,Video,Product Launch,Promotional,23,192443,178218,142428,12308.0,518,1415,3385
POST01642,2025-07-25 03:00:00,Facebook,Video,Event Promotion,Community,21,148345,127755,73080,4724.0,80,411,1604
POST01643,2025-07-25 06:00:00,YouTube,Image,Product Launch,Event,11,349686,211203,160120,10271.0,533,913,2273
POST01644,2025-07-25 09:00:00,Facebook,Video,Festival Campaign,Community,18,287357,270108,211827,7323.0,425,2205,716
POST01645,2025-07-25 12:00:00,Instagram,Reel,Event Promotion,Education,18,83815,113613,77083,4152.0,69,621,347
POST01646,2025-07-25 15:00:00,Facebook,Image,Event Promotion,Education,20,202371,214287,183917,8825.0,254,523,4032
POST01647,2025-07-25 18:00:00,Instagram,Video,Product Launch,Event,2,187708,351648,291930,10224.0,581,1598,2697
POST01648,2025-07-25 21:00:00,Facebook,Video,Brand Awareness,Community,5,83948,117565,102761,3413.0,114,1519,1027
POST01649,2025-07-26 00:00:00,instagram,Carousel,Special Campaign,Community,1,95066,95859,63287,3966.0,145,957,384
POST01650,2025-07-26 03:00:00,Facebook,Video,Product Launch,Promotional,23,329272,293694,163744,11638.0,551,772,1294
POST01651,2025-07-26 06:00:00,Instagram,Reel,Community Campaign,Promotional,12,485389,689788,575291,25464.0,522,8116,4854
POST01652,2025-07-26 09:00:00,Instagram,Video,Brand Awareness,Event,8,69504,81844,51401,2074.0,122,849,620
POST01653,2025-07-26 12:00:00,Instagram,Reel,Event Promotion,Brand,12,90500,152746,108984,9170.0,449,834,1821
POST01654,2025-07-26 15:00:00,Instagram,Reel,Brand Awareness,Promotional,22,72340,162276,135672,4765.0,86,2254,1461
POST01655,2025-07-26 18:00:00,Instagram,Reel,Festival Campaign,Entertainment,13,149222,182620,114255,11198.0,174,2044,1473
POST01656,2025-07-26 21:00:00,LinkedIn,Image,Educational Series,Promotional,18,54070,37328,24605,1696.0,96,130,172
POST01657,2025-07-27 00:00:00,YouTube,Reel,Brand Awareness,Brand,10,93285,154089,108429,10185.0,450,385,459
POST01658,2025-07-27 03:00:00,Instagram,Reel,Community Campaign,Community,13,479598,1006064,649050,27541.0,328,11743,6919
POST01659,2025-07-27 06:00:00,Instagram,Reel,Educational Series,Education,15,492142,578365,411485,11237.0,192,3368,1800
POST01660,2025-07-27 09:00:00,YouTube,Reel,Festival Campaign,Education,9,492487,549524,304083,30123.0,373,861,2917
POST01661,2025-07-27 12:00:00,Facebook,Image,Community Campaign,Community,19,143405,160898,100443,3673.0,215,738,2152
POST01662,2025-07-27 15:00:00,YouTube,Image,Seasonal Campaign,Education,15,428092,245919,206914,7192.0,250,652,2291
POST01663,2025-07-27 18:00:00,LinkedIn,Reel,Educational Series,Promotional,1,230575,265084,184158,8546.0,282,3285,1335
POST01664,2025-07-27 21:00:00,YouTube,Carousel,Seasonal Campaign,Education,15,202748,318583,246182,8962.0,517,1037,5624
POST01665,2025-07-28 00:00:00,LinkedIn,Video,Festival Campaign,Brand,13,38262,52222,32967,2534.0,89,235,562
POST01666,2025-07-28 03:00:00,LinkedIn,Video,Educational Series,Brand,20,122409,60247,46839,4185.0,150,689,1158
POST01667,2025-07-28 06:00:00,Instagram,Reel,Educational Series,Promotional,17,236622,321020,288915,25225.0,1493,4688,2775
POST01668,2025-07-28 09:00:00,LinkedIn,Carousel,Product Launch,Community,5,175126,111398,84478,5361.0,83,1216,625
POST01669,2025-07-28 12:00:00,Instagram,Reel,Community Campaign,Entertainment,6,436267,726877,559641,27111.0,1607,6159,5347
POST01670,2025-07-28 15:00:00,Facebook,Reel,Special Campaign,Promotional,12,441601,585319,344771,23673.0,432,6645,7197
POST01671,2025-07-28 18:00:00,Instagram,Reel,Community Campaign,Education,1,55587,130054,89891,3998.0,134,1017,569
POST01672,2025-07-28 21:00:00,LinkedIn,Video,Brand Awareness,Promotional,14,148595,144471,122981,3938.0,105,1812,1021
POST01673,2025-07-29 00:00:00,LinkedIn,Reel,Seasonal Campaign,Brand,16,75131,82157,69175,2447.0,141,602,1275
POST01674,2025-07-29 03:00:00,Facebook,Reel,Seasonal Campaign,Promotional,12,113019,120901,88601,6476.0,221,1639,1704
POST01675,2025-07-29 06:00:00,Facebook,Reel,Community Campaign,Promotional,6,440869,334082,289384,8392.0,93,4102,6972
POST01676,2025-07-29 09:00:00,Instagram,Video,Community Campaign,Entertainment,0,195862,226570,135948,12789.0,269,489,3339
POST01677,2025-07-29 12:00:00,Instagram,Carousel,Educational Series,Brand,2,62018,58371,45550,3813.0,120,163,801
POST01678,2025-07-29 15:00:00,YouTube,Reel,Seasonal Campaign,Event,19,247502,460537,293412,11048.0,484,5180,3222
POST01679,2025-07-29 18:00:00,Instagram,Image,Event Promotion,Event,17,137177,154938,120223,4938.0,188,1355,1558
POST01680,2025-07-29 21:00:00,Facebook,Image,Special Campaign,Brand,6,212064,136763,79403,4722.0,247,449,1005
POST01681,2025-07-30 00:00:00,Instagram,Carousel,Product Launch,Event,20,468056,583318,513473,41678.0,2143,4734,5916
POST01682,2025-07-30 03:00:00,LinkedIn,Reel,Special Campaign,Education,16,367328,274621,226621,21647.0,855,3855,2366
POST01683,2025-07-30 06:00:00,Facebook,Video,Brand Awareness,Event,11,117292,86788,53837,2279.0,87,216,360
POST01684,2025-07-30 09:00:00,Facebook,Reel,Special Campaign,Education,15,64561,102725,79411,2592.0,61,391,877
POST01685,2025-07-30 12:00:00,Instagram,Carousel,Product Launch,Brand,23,136981,249368,203409,7971.0,461,2413,4947
POST01686,2025-07-30 15:00:00,LinkedIn,Reel,Brand Awareness,Event,9,495810,299080,186418,11204.0,155,743,4177
POST01687,2025-07-30 18:00:00,LinkedIn,Image,Festival Campaign,Event,22,161142,146754,85508,3201.0,95,506,1417
POST01688,2025-07-30 21:00:00,YouTube,Image,Educational Series,Community,15,190097,179409,120764,7220.0,310,573,874
POST01689,2025-07-31 00:00:00,Facebook,Image,Community Campaign,Education,19,53779,38724,23138,738.0,42,247,516
POST01690,2025-07-31 03:00:00,Facebook,Reel,Community Campaign,Education,17,274745,382338,285988,26589.0,932,755,2820
POST01691,2025-07-31 06:00:00,Instagram,Video,Event Promotion,Promotional,14,429832,474278,331254,13331.0,730,1391,4970
POST01692,2025-07-31 09:00:00,YouTube,Reel,Special Campaign,Entertainment,22,115909,86286,61422,3328.0,50,262,1416
POST01693,2025-07-31 12:00:00,Instagram,Carousel,Seasonal Campaign,Event,10,137715,123894,91681,4511.0,165,590,950
POST01694,2025-07-31 15:00:00,Instagram,Video,Seasonal Campaign,Community,17,269369,265676,237439,10677.0,275,1430,5483
POST01695,2025-07-31 18:00:00,Instagram,Image,Product Launch,Entertainment,5,120477,69487,57495,3414.0,169,257,469
POST01696,2025-07-31 21:00:00,Instagram,Carousel,Product Launch,Community,0,121688,125929,97005,4539.0,146,694,2272
POST01697,2025-08-01 00:00:00,Instagram,Carousel,Product Launch,Entertainment,22,278558,342039,231661,17810.0,601,1163,2522
POST01698,2025-08-01 03:00:00,Instagram,Image,Seasonal Campaign,Event,6,279555,373120,208751,14619.0,193,635,2346
POST01699,2025-08-01 06:00:00,LinkedIn,Video,Community Campaign,Community,11,399160,316388,186917,16057.0,512,2149,2834
POST01700,2025-08-01 09:00:00,YouTube,Reel,Seasonal Campaign,Education,19,151869,150835,121543,8114.0,113,2270,1292
POST01701,2025-08-01 12:00:00,LinkedIn,Image,Product Launch,Promotional,3,190961,100454,68230,3106.0,77,607,880
POST01702,2025-08-01 15:00:00,YouTube,Carousel,Educational Series,Community,9,477606,767421,511910,17712.0,289,6364,7181
POST01703,2025-08-01 18:00:00,Instagram,Image,Brand Awareness,Brand,20,426810,324844,279736,13982.0,373,3685,3861
POST01704,2025-08-01 21:00:00,YouTube,Reel,Community Campaign,Event,1,67754,133632,96158,9645.0,206,498,2321
POST01705,2025-08-02 00:00:00,YouTube,Image,Educational Series,Event,8,269444,252638,218494,4883.0,118,1568,2010
POST01706,2025-08-02 03:00:00,Instagram,Video,Festival Campaign,Brand,9,73639,152104,130858,10230.0,178,1501,1211
POST01707,2025-08-02 06:00:00,Facebook,Text,Special Campaign,Entertainment,19,224298,137486,79475,4301.0,137,368,1703
POST01708,2025-08-02 09:00:00,Instagram,Image,Educational Series,Promotional,10,32669,23910,21061,1501.0,52,188,244
POST01709,2025-08-02 12:00:00,Facebook,Carousel,Special Campaign,Entertainment,13,411383,407817,235283,9902.0,513,2497,1084
POST01710,2025-08-02 15:00:00,Facebook,Text,Educational Series,Brand,2,366653,269197,238838,7404.0,273,2319,3245
POST01711,2025-08-02 18:00:00,Instagram,Reel,Festival Campaign,Brand,0,172157,304952,216032,9488.0,203,3601,3263
POST01712,2025-08-02 21:00:00,Instagram,Reel,Educational Series,Promotional,6,48787,69371,56627,4957.0,231,283,939
POST01713,2025-08-03 00:00:00,Facebook,Carousel,Brand Awareness,Brand,3,241692,125299,99882,2978.0,74,440,816
POST01714,2025-08-03 03:00:00,YouTube,Video,Community Campaign,Brand,6,306195,455394,333108,14416.0,689,1955,8131
POST01715,2025-08-03 06:00:00,Instagram,Video,Special Campaign,Community,15,206638,426410,326975,14798.0,434,2117,6282
POST01716,2025-08-03 09:00:00,LinkedIn,Image,Event Promotion,Promotional,9,70615,74106,65396,2501.0,89,549,1232
POST01717,2025-08-03 12:00:00,Instagram,Reel,Seasonal Campaign,Event,14,228162,390417,341448,20107.0,707,2777,7581
POST01718,2025-08-03 15:00:00,Facebook,Image,Festival Campaign,Entertainment,15,203334,85625,66703,3214.0,185,863,238
POST01719,2025-08-03 18:00:00,LinkedIn,Reel,Special Campaign,Event,5,450855,284164,221705,22164.0,391,1019,3655
POST01720,2025-08-03 21:00:00,Instagram,Reel,Community Campaign,Event,3,229962,478556,304566,13793.0,785,2060,6393
POST01721,2025-08-04 00:00:00,Instagram,Video,Product Launch,Community,3,418505,801366,673162,53922.0,2054,10734,2528
POST01722,2025-08-04 03:00:00,Instagram,Reel,Special Campaign,Entertainment,23,139123,313831,242092,19066.0,1137,3020,4753
POST01723,2025-08-04 06:00:00,Instagram,Video,Brand Awareness,Event,22,437960,670882,562995,18216.0,704,6159,13947
POST01724,2025-08-04 09:00:00,Instagram,Image,Event Promotion,Promotional,3,410958,605308,472290,29168.0,1248,4134,7582
POST01725,2025-08-04 12:00:00,Facebook,Image,Brand Awareness,Entertainment,21,37945,40720,26661,610.0,28,126,329
POST01726,2025-08-04 15:00:00,Instagram,Reel,Special Campaign,Education,21,240851,409325,252274,21099.0,1077,3902,3274
POST01727,2025-08-04 18:00:00,YouTube,Reel,Brand Awareness,Community,16,396279,727410,419670,34342.0,1163,4612,7532
POST01728,2025-08-04 21:00:00,LinkedIn,Reel,Product Launch,Event,12,272565,177368,133930,10684.0,469,444,2081
POST01729,2025-08-05 00:00:00,Facebook,Text,Event Promotion,Brand,1,470180,361550,234797,6445.0,262,757,4772
POST01730,2025-08-05 03:00:00,Facebook,Video,Seasonal Campaign,Entertainment,19,255662,401319,309287,20191.0,612,4682,3796
POST01731,2025-08-05 06:00:00,Instagram,Image,Brand Awareness,Education,5,175299,125323,71500,4227.0,215,417,870
POST01732,2025-08-05 09:00:00,Facebook,Reel,Product Launch,Brand,21,244356,355667,242380,18355.0,360,3798,4704
POST01733,2025-08-05 12:00:00,YouTube,Text,Festival Campaign,Education,0,364638,246913,158319,8104.0,148,1261,2723
POST01734,2025-08-05 15:00:00,YouTube,Reel,Product Launch,Event,7,423150,796985,541644,43144.0,2020,4167,10896
POST01735,2025-08-05 18:00:00,Instagram,Reel,Educational Series,Brand,17,458746,856776,487504,23111.0,967,2314,10977
POST01736,2025-08-05 21:00:00,LinkedIn,Image,Special Campaign,Event,20,73168,75132,60365,1585.0,41,678,530
POST01737,2025-08-06 00:00:00,YouTube,Text,Community Campaign,Brand,3,96086,96071,56762,2465.0,102,441,563
POST01738,2025-08-06 03:00:00,Instagram,Reel,Special Campaign,Entertainment,4,478311,679242,377007,32144.0,1560,2896,5501
POST01739,2025-08-06 06:00:00,Instagram,Reel,Special Campaign,Promotional,4,141915,113105,99668,3697.0,77,1140,2339
POST01740,2025-08-06 09:00:00,YouTube,Text,Product Launch,Promotional,14,351704,375147,231655,5297.0,206,1729,4948
POST01741,2025-08-06 12:00:00,Facebook,Reel,Product Launch,Education,9,51772,55028,46213,1245.0,63,121,614
POST01742,2025-08-06 15:00:00,Facebook,Reel,Product Launch,Community,7,421938,577903,512926,34610.0,1057,7145,8006
POST01743,2025-08-06 18:00:00,Facebook,Image,Special Campaign,Brand,6,201214,98615,72673,3436.0,132,688,1356
POST01744,2025-08-06 21:00:00,Instagram,Video,Seasonal Campaign,Event,11,87656,175574,128896,7734.0,107,475,1868
POST01745,2025-08-07 00:00:00,YouTube,Image,Brand Awareness,Community,10,377769,349927,237459,8326.0,428,2616,1226
POST01746,2025-08-07 03:00:00,YouTube,Text,Seasonal Campaign,Entertainment,12,106884,125187,87500,2997.0,149,835,941
POST01747,2025-08-07 06:00:00,Instagram,Carousel,Event Promotion,Entertainment,14,137129,208551,149891,10383.0,340,908,606
POST01748,2025-08-07 09:00:00,Instagram,Reel,Product Launch,Entertainment,16,156949,152159,91787,3688.0,58,490,1628
POST01749,2025-08-07 12:00:00,Facebook,Text,Product Launch,Promotional,21,301048,219300,148610,3576.0,153,1217,1548
POST01750,2025-08-07 15:00:00,Instagram,Image,Educational Series,Event,21,368472,561083,468862,25326.0,978,1520,9022
POST01751,2025-08-07 18:00:00,YouTube,Reel,Educational Series,Entertainment,17,233943,434890,266952,24991.0,1398,4565,3324
POST01752,2025-08-07 21:00:00,Instagram,Image,Festival Campaign,Entertainment,7,100195,99335,80009,2910.0,69,593,320
POST01753,2025-08-08 00:00:00,Instagram,Reel,Festival Campaign,Education,5,180756,410298,319234,31525.0,366,5738,3623
POST01754,2025-08-08 03:00:00,Instagram,Reel,Educational Series,Brand,10,348644,418016,238291,7267.0,165,3205,1861
POST01755,2025-08-08 06:00:00,LinkedIn,Reel,Event Promotion,Brand,8,54902,49966,27873,982.0,30,206,215
POST01756,2025-08-08 09:00:00,Facebook,Image,Festival Campaign,Brand,4,335750,339869,228862,9803.0,174,1665,2587
POST01757,2025-08-08 12:00:00,LinkedIn,Video,Community Campaign,Community,6,143574,101016,80030,6089.0,359,852,1962
POST01758,2025-08-08 15:00:00,YouTube,Image,Community Campaign,Education,21,251620,252933,168363,6402.0,135,1908,4061
POST01759,2025-08-08 18:00:00,Instagram,Text,Event Promotion,Promotional,14,55571,61456,48163,1924.0,84,476,995
POST01760,2025-08-08 21:00:00,YouTube,Reel,Educational Series,Community,20,351591,575158,450297,12711.0,415,6368,3782
POST01761,2025-08-09 00:00:00,YouTube,Reel,Festival Campaign,Education,21,96752,90673,75466,4680.0,176,571,1494
POST01762,2025-08-09 03:00:00,Facebook,Reel,Product Launch,Entertainment,3,480160,634628,371143,16672.0,944,4280,1238
POST01763,2025-08-09 06:00:00,Instagram,Reel,Educational Series,Event,18,369301,617998,464731,30800.0,1126,2234,1970
POST01764,2025-08-09 09:00:00,YouTube,Reel,Festival Campaign,Community,12,237585,359399,205530,13773.0,347,1333,4395
POST01765,2025-08-09 12:00:00,Instagram,Video,Event Promotion,Community,0,229803,438810,268368,20993.0,441,1912,4136
POST01766,2025-08-09 15:00:00,Instagram,Text,Community Campaign,Entertainment,0,195010,120029,79690,3131.0,170,176,893
POST01767,2025-08-09 18:00:00,Facebook,Text,Special Campaign,Entertainment,21,77203,65221,52019,2218.0,131,526,1003
POST01768,2025-08-09 21:00:00,YouTube,Reel,Event Promotion,Event,13,77805,140292,124980,8412.0,190,583,689
POST01769,2025-08-10 00:00:00,Instagram,Video,Special Campaign,Brand,8,257039,452545,303151,28892.0,1331,4023,2821
POST01770,2025-08-10 03:00:00,Instagram,Reel,Festival Campaign,Community,23,259185,406741,297897,26139.0,922,3320,5662
POST01771,2025-08-10 06:00:00,YouTube,Reel,Event Promotion,Education,11,92649,118648,76014,6456.0,290,1266,574
POST01772,2025-08-10 09:00:00,Facebook,Video,Festival Campaign,Promotional,17,412438,398518,313403,21675.0,1261,4375,5081
POST01773,2025-08-10 12:00:00,LinkedIn,Carousel,Festival Campaign,Entertainment,8,60910,63127,42819,2324.0,55,533,550
POST01774,2025-08-10 15:00:00,LinkedIn,Reel,Special Campaign,Entertainment,7,435977,452462,325120,17195.0,808,3143,2422
POST01775,2025-08-10 18:00:00,Facebook,Image,Event Promotion,Promotional,13,307136,208585,156174,9422.0,300,1804,3520
POST01776,2025-08-10 21:00:00,Instagram,Reel,Brand Awareness,Education,8,230386,404496,319626,,555,1342,4021
POST01777,2025-08-11 00:00:00,Facebook,Carousel,Product Launch,Entertainment,19,369665,467062,266700,6214.0,188,2177,4313
POST01778,2025-08-11 03:00:00,YouTube,Image,Educational Series,Promotional,1,75448,41941,31213,1738.0,78,419,267
POST01779,2025-08-11 06:00:00,Instagram,Text,Community Campaign,Entertainment,0,89903,119114,83487,1796.0,48,896,887
POST01780,2025-08-11 09:00:00,Facebook,Reel,Product Launch,Brand,12,458663,320184,191091,18439.0,634,762,779
POST01781,2025-08-11 12:00:00,Instagram,Image,Educational Series,Brand,9,292930,320077,199348,11884.0,540,1695,2717
POST01782,2025-08-11 15:00:00,LinkedIn,Image,Educational Series,Entertainment,7,131316,100240,86142,4351.0,52,473,911
POST01783,2025-08-11 18:00:00,YouTube,Image,Community Campaign,Entertainment,6,62706,39619,33879,1184.0,31,349,347
POST01784,2025-08-11 21:00:00,Facebook,Reel,Product Launch,Brand,23,392141,649481,364791,27636.0,1031,5484,8236
